"","Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"56","FDG02","OUT049",3401.66346555644
"57","FDA09","OUT013",1648.22663715794
"58","FDT04","OUT013",736.256305288318
"59","FDL58","OUT019",3117.82871155524
"60","FDE52","OUT045",522.591903055612
"61","FDW12","OUT035",3307.03579562238
"62","FDL51","OUT017",1525.31024291035
"63","NCY42","OUT027",1453.85446398729
"64","FDR07","OUT017",32.8968309006529
"65","FDN40","OUT045",6610.55634980293
"66","FDB35","OUT027",667.163988703792
"67","FDA22","OUT017",2655.35821079925
"68","NCL06","OUT046",3070.08297601914
"69","FDI35","OUT013",2635.20185884689
"70","NCW42","OUT045",1397.52526385777
"71","NCX06","OUT049",2978.47887811281
"72","FDC37","OUT027",1253.66961742663
"73","FDZ14","OUT018",2869.82309719693
"74","DRG49","OUT049",3222.14393632017
"75","NCG06","OUT045",3990.18860733583
"76","DRC36","OUT045",1631.99475114089
"77","FDV21","OUT019",2989.66301736215
"78","FDB53","OUT046",-80.127030233655
"79","DRP47","OUT019",1530.36510619124
"80","FDA14","OUT013",3789.20118838797
"81","DRC24","OUT035",1348.57006829518
"82","FDW21","OUT018",3123.35550085796
"83","NCH29","OUT046",2700.4516139992
"84","FDU58","OUT013",760.822068082031
"85","FDY27","OUT017",4507.62433702231
"86","FDV56","OUT035",2868.33611040009
"87","FDT59","OUT046",2728.09203615268
"88","FDB23","OUT046",4362.28430903966
"89","FDR49","OUT045",1422.28159865071
"90","FDB03","OUT010",1510.07747639397
"91","FDN39","OUT045",356.256555946465
"92","FDX02","OUT027",950.891201683795
"93","FDQ16","OUT027",989.837157862254
"94","FDU35","OUT018",1224.43766683956
"95","NCT29","OUT013",1779.31711161322
"96","FDZ27","OUT046",190.854884453188
"97","FDN57","OUT017",4262.17774304674
"98","FDA03","OUT018",3058.41268963976
"99","FDZ36","OUT045",3647.30455274636
"100","NCU05","OUT013",2857.23729783957
"101","FDT39","OUT018",2478.59142706865
"102","FDK60","OUT017",4821.21701343258
"103","FDZ25","OUT017",3020.82311194837
"104","FDG12","OUT046",738.928822067266
"105","DRB01","OUT019",2725.47160920901
"106","NCC43","OUT027",2232.83132107793
"107","FDX13","OUT019",2821.72201791327
"108","FDM22","OUT049",2160.91774003895
"109","FDJ03","OUT027",997.221912220333
"110","FDU14","OUT018",889.463061082706
"111","FDB33","OUT010",3539.74867467233
"112","FDP27","OUT046",1314.32527968883
"113","FDO38","OUT010",97.7092252863093
"114","FDE28","OUT027",3117.18864633818
"115","FDO27","OUT035",2875.22598215756
"116","DRL23","OUT027",4345.87104443049
"117","FDS28","OUT046",3120.30177581951
"118","FDX24","OUT013",1572.21549613523
"119","FDZ02","OUT035",2109.32516182615
"120","FDL46","OUT045",2994.31178259369
"121","FDS60","OUT027",807.808419948508
"122","NCO06","OUT017",2417.47546851626
"123","FDO16","OUT035",372.273917714214
"124","FDC60","OUT049",3592.94347115461
"125","FDA48","OUT018",1240.45302332614
"126","FDZ36","OUT027",1485.17611347999
"127","FDK27","OUT045",1252.39730019514
"128","FDW23","OUT018",738.727043068118
"129","FDM14","OUT018",2242.86138312046
"130","FDM14","OUT013",1112.6330391415
"131","FDW60","OUT018",5189.58873641652
"132","FDE21","OUT013",2540.57062722628
"133","NCM42","OUT035",5356.2274280504
"134","FDY59","OUT010",-47.0177408430902
"135","DRI49","OUT049",2643.08093983915
"136","FDT28","OUT019",1755.77325995791
"137","FDQ22","OUT018",3497.83663617939
"138","FDR60","OUT049",1086.7715430243
"139","FDC50","OUT019",1345.16247500761
"140","FDV24","OUT013",128.367870399521
"141","DRF48","OUT010",2670.96004627336
"142","FDQ47","OUT046",1580.397352676
"143","DRN36","OUT049",2006.80482554736
"144","NCY06","OUT035",2809.89266786977
"145","FDE52","OUT035",1042.39103714016
"146","NCB54","OUT045",4317.40945707256
"147","NCF31","OUT035",3930.67945207687
"148","FDJ08","OUT027",2664.71956680939
"149","NCC07","OUT017",2431.40826541207
"150","NCD19","OUT027",1936.797075568
"151","FDL46","OUT049",823.357609339644
"152","FDM20","OUT045",2637.52687906077
"153","NCI06","OUT010",2870.59112217515
"154","DRM11","OUT035",1365.08690575224
"155","NCH07","OUT018",3565.68454140824
"156","FDS23","OUT013",3039.30601387518
"157","FDO49","OUT018",2121.06651065304
"158","FDS35","OUT049",954.081898456461
"159","DRK39","OUT045",1988.03840107284
"160","DRI39","OUT049",2827.27328775653
"161","FDV04","OUT017",893.171460333246
"162","NCN14","OUT035",2464.26344582273
"163","FDH08","OUT013",3462.43094837294
"164","FDS20","OUT046",1915.94090230793
"165","FDV40","OUT049",3562.27232334153
"166","FDZ48","OUT010",4002.33045152717
"167","FDS24","OUT027",3782.9171338017
"168","FDK44","OUT049",1945.72506045618
"169","FDS48","OUT045",5143.38685331998
"170","FDK26","OUT010",1223.61506997137
"171","FDD23","OUT045",2734.85500978634
"172","NCH54","OUT017",2695.31579723724
"173","NCP14","OUT010",2405.30320718972
"174","FDM60","OUT010",3350.53992969092
"175","FDV24","OUT017",662.934410143567
"176","FDH08","OUT018",1185.99290083087
"177","FDS12","OUT027",1731.29341422709
"178","FDR39","OUT027",22.7566251965142
"179","FDP12","OUT027",-68.8392112107339
"180","DRF60","OUT027",2145.93036979924
"181","FDC09","OUT035",4209.72513423332
"182","FDF50","OUT018",3038.87548417891
"183","FDG28","OUT035",114.196579810903
"184","NCE19","OUT017",1682.8939925348
"185","NCM53","OUT010",5045.54350115623
"186","NCN18","OUT049",1422.54171055374
"187","FDF32","OUT035",330.41925048659
"188","FDF11","OUT013",2324.3205049603
"189","DRI59","OUT049",2854.70087369216
"190","NCG54","OUT035",1422.18803654354
"191","FDM44","OUT046",1644.0756814786
"192","FDT57","OUT018",4607.39886948253
"193","FDV24","OUT046",3029.3078936147
"194","FDI50","OUT019",852.047428169641
"195","FDS09","OUT035",4868.66227039354
"196","NCC31","OUT027",642.172146848306
"197","FDQ07","OUT019",732.824124340074
"198","FDC22","OUT017",3964.44796633225
"199","FDZ56","OUT046",1327.32785178868
"200","FDZ40","OUT019",5365.91665510615
"201","FDS46","OUT027",1756.18726000622
"202","DRD24","OUT045",2968.54444302912
"203","FDV45","OUT017",2408.24210714856
"204","FDL26","OUT045",4463.85069991871
"205","FDA56","OUT018",3776.83690192674
"206","FDN27","OUT046",-129.874920159723
"207","FDM20","OUT049",1009.99357746503
"208","FDO16","OUT017",3169.00925064735
"209","FDL03","OUT035",243.498504301083
"210","FDE58","OUT046",61.130044644893
"211","FDI02","OUT027",927.195194615629
"212","NCC55","OUT019",4094.75710468027
"213","FDR03","OUT018",3981.62309921507
"214","FDB14","OUT017",1473.26388944496
"215","FDR45","OUT013",434.351699602855
"216","NCN07","OUT017",51.6558859567256
"217","FDM51","OUT019",256.070598161558
"218","FDT52","OUT027",1006.30826590262
"219","FDL26","OUT046",2572.26209662918
"220","NCZ42","OUT046",1064.28196197975
"221","DRI47","OUT019",1519.27744915699
"222","FDW40","OUT013",1614.71799845441
"223","FDN34","OUT046",699.877495407016
"224","FDS01","OUT035",1588.75932782825
"225","NCG55","OUT045",2524.69536266198
"226","FDC11","OUT035",959.46676828461
"227","FDX35","OUT018",1916.85139604492
"228","NCB06","OUT046",357.366097156887
"229","FDR09","OUT019",1430.16092781439
"230","FDC53","OUT017",4542.44837102079
"231","FDY45","OUT013",4233.10076074047
"232","FDA22","OUT010",4240.36533288974
"233","FDE02","OUT035",1556.5337108123
"234","FDW21","OUT045",2426.58297593928
"235","FDV34","OUT046",839.23477833396
"236","FDS59","OUT049",4448.14441859596
"237","NCW17","OUT017",276.219172791801
"238","NCK54","OUT046",1613.0704120568
"239","FDG17","OUT019",2872.64736110128
"240","FDG35","OUT017",1934.57015603188
"241","FDD08","OUT010",3961.30384975033
"242","NCO07","OUT017",762.950365063573
"243","FDJ10","OUT010",3062.89433336782
"244","FDW36","OUT017",4261.88093674356
"245","FDW21","OUT010",3727.8610482608
"246","FDY19","OUT017",4170.85441674964
"247","DRE03","OUT013",3102.28176506482
"248","NCC55","OUT049",3030.80177300846
"249","FDH52","OUT010",1338.32431125454
"250","FDO09","OUT017",4547.02918859311
"251","FDU43","OUT045",357.366097156887
"252","FDX09","OUT010",1720.27689913315
"253","FDH40","OUT019",1137.93825984851
"254","FDW58","OUT017",1818.29902658568
"255","FDC47","OUT017",2734.11115760316
"256","NCR41","OUT035",6.58942544458859
"257","DRG49","OUT035",1115.38501535803
"258","FDC52","OUT027",1464.49619186682
"259","FDY13","OUT046",1490.66221426391
"260","FDY35","OUT013",1858.51440883412
"261","FDI35","OUT017",3461.26329063954
"262","NCU18","OUT049",1795.64525215646
"263","FDY33","OUT018",4352.02388641944
"264","FDC15","OUT027",3775.51599118547
"265","FDU01","OUT049",2973.57776048898
"266","NCU42","OUT046",3028.71987991096
"267","NCV29","OUT018",687.164923608582
"268","NCY30","OUT017",1671.95903650436
"269","FDQ46","OUT049",766.716423204439
"270","FDG58","OUT027",3253.84641463851
"271","FDK33","OUT017",1933.40490197124
"272","NCD07","OUT045",3964.60394685017
"273","NCX29","OUT027",1317.02366764503
"274","NCT42","OUT013",4497.54666007138
"275","DRN59","OUT035",1368.97316641496
"276","FDI44","OUT035",4773.25366514559
"277","FDA45","OUT049",4920.44529251727
"278","FDP31","OUT045",1490.66221426391
"279","FDY01","OUT046",775.204242918022
"280","FDT09","OUT018",2988.17534601819
"281","DRH03","OUT027",1493.60022234809
"282","FDA36","OUT018",3803.838395868
"283","NCF31","OUT017",2504.6910424738
"284","FDG14","OUT049",2644.98518034524
"285","FDG28","OUT027",649.998360064191
"286","FDU14","OUT049",2412.59542705444
"287","FDY47","OUT019",406.759129720058
"288","FDI56","OUT049",846.670657293371
"289","DRD01","OUT013",3546.17009304647
"290","FDM22","OUT046",1575.61521897388
"291","FDH33","OUT013",1838.67180961016
"292","DRZ24","OUT013",4550.44240787063
"293","NCQ38","OUT046",3074.52940970555
"294","FDO16","OUT027",2266.00343952888
"295","FDU07","OUT027",4645.58934968145
"296","NCB07","OUT013",1518.71982637222
"297","FDU48","OUT045",1158.19977478462
"298","NCM43","OUT045",2294.50513402547
"299","FDR31","OUT010",1496.77079975138
"300","DRK49","OUT018",1837.69883512611
"301","NCI30","OUT010",2752.23246082452
"302","DRD60","OUT017",152.789429663487
"303","NCG19","OUT046",2877.4001838507
"304","FDH12","OUT035",1372.86296903164
"305","FDM32","OUT035",3297.86960292848
"306","FDM27","OUT035",3746.67144432814
"307","NCU53","OUT027",3848.22692067822
"308","NCQ18","OUT046",1498.12945142143
"309","FDS10","OUT013",1645.53129325897
"310","FDB33","OUT027",3679.59212090036
"311","FDI12","OUT013",3629.03000860478
"312","NCW42","OUT013",1019.97486867165
"313","NCC06","OUT018",1346.92061055706
"314","FDW02","OUT017",2216.85279866977
"315","NCD43","OUT017",1759.92313775476
"316","FDM57","OUT018",1684.01491130331
"317","FDA58","OUT017",2195.96102549471
"318","FDK56","OUT046",1009.7068233282
"319","FDP52","OUT045",2255.9196329081
"320","FDW20","OUT018",4011.42212787393
"321","FDS52","OUT049",3130.76834071157
"322","NCT29","OUT018",3964.87040102632
"323","NCL54","OUT013",938.860820230662
"324","FDC05","OUT045",2368.64284156127
"325","FDF34","OUT035",1688.28330988222
"326","FDP03","OUT027",879.530386608486
"327","FDD32","OUT010",2502.94049876766
"328","FDZ10","OUT045",1795.9511831981
"329","FDZ40","OUT035",3550.93462217076
"330","FDD51","OUT018",3262.74143429679
"331","NCY30","OUT019",1301.07845171923
"332","FDP58","OUT017",4175.95014743759
"333","FDV49","OUT017",4613.6494943371
"334","FDY24","OUT019",6212.18353796249
"335","NCO55","OUT017",207.038744639172
"336","FDR13","OUT017",3851.81811341381
"337","FDS51","OUT017",2152.35858693267
"338","FDP26","OUT045",3945.00224921168
"339","NCB54","OUT027",1728.22112615122
"340","FDF32","OUT017",1634.87276284174
"341","FDN31","OUT018",4285.9474339562
"342","DRM48","OUT017",1333.23874975505
"343","FDN20","OUT049",2699.96631559205
"344","DRL01","OUT046",2481.7681683183
"345","FDV56","OUT049",520.987187842233
"346","DRH13","OUT027",946.474990569406
"347","FDA03","OUT017",1407.292031007
"348","FDF47","OUT027",2782.95619721454
"349","FDX32","OUT046",2970.00731314589
"350","FDX57","OUT049",2602.88078366728
"351","NCA30","OUT045",1523.23681784557
"352","FDO49","OUT013",3666.38940540811
"353","FDL04","OUT019",3773.25553999789
"354","DRM48","OUT035",2974.04439716548
"355","FDR16","OUT013",1086.52527766894
"356","NCC19","OUT018",2282.05870575825
"357","NCE42","OUT045",2394.69361900065
"358","FDY24","OUT017",4659.04352465123
"359","FDH19","OUT049",1217.01593770259
"360","FDJ46","OUT013",2472.82785637721
"361","FDN45","OUT010",2663.10857898191
"362","FDY08","OUT035",1605.22415279386
"363","FDZ37","OUT035",1251.55416850983
"364","NCT30","OUT045",1004.45041164218
"365","DRY23","OUT018",396.888890588611
"366","NCZ30","OUT018",3437.21673969732
"367","FDC44","OUT018",4329.19915156248
"368","FDB45","OUT035",1607.84266033434
"369","FDY04","OUT013",3124.39204600599
"370","FDM27","OUT046",1911.41315496368
"371","FDZ43","OUT017",1742.28034185414
"372","FDT39","OUT019",972.835757161632
"373","NCC06","OUT019",2815.62568358332
"374","FDL15","OUT027",2914.3674002915
"375","FDL57","OUT017",1187.68592982401
"376","FDU08","OUT046",2477.60681258629
"377","FDK40","OUT017",3229.63915292815
"378","FDQ12","OUT010",833.639942459715
"379","FDS48","OUT017",2767.15162221078
"380","FDP09","OUT045",3687.87488696802
"381","FDW21","OUT049",6917.43857716805
"382","FDY25","OUT035",1705.55571219677
"383","DRE13","OUT017",1595.03322894127
"384","FDV43","OUT019",812.010884844557
"385","FDD22","OUT045",2164.10219611537
"386","FDM46","OUT019",1605.50569235902
"387","NCO30","OUT010",1819.11797328635
"388","FDM25","OUT046",708.213971627812
"389","NCN41","OUT049",1716.19097622249
"390","FDU24","OUT045",2516.30600931692
"391","FDZ50","OUT046",2242.31443833702
"392","FDP45","OUT013",2689.80089406726
"393","NCM54","OUT045",1414.62991021814
"394","FDW10","OUT019",738.440138691818
"395","FDP20","OUT017",2825.83036634179
"396","FDK32","OUT046",1420.95551634218
"397","FDN52","OUT049",3881.19401222642
"398","FDM58","OUT045",2789.68573968181
"399","FDZ46","OUT027",2685.94430649367
"400","NCA18","OUT018",823.928573861229
"401","FDD35","OUT046",2030.35264200907
"402","NCK31","OUT035",1352.52014197038
"403","FDI40","OUT027",3625.561419838
"404","FDT50","OUT019",3286.10638928925
"405","NCT06","OUT046",2897.68062235981
"406","FDT31","OUT035",-288.378640889471
"407","FDT45","OUT049",3447.77413811768
"408","FDT13","OUT045",898.199758069377
"409","FDO50","OUT045",1910.51392739656
"410","NCU18","OUT010",3083.66046161612
"411","NCR54","OUT049",1953.12521173453
"412","NCO18","OUT018",893.482101589744
"413","FDU09","OUT045",2592.08193831662
"414","FDT13","OUT018",2565.53526573057
"415","FDE09","OUT046",1112.87683444059
"416","NCK53","OUT019",1805.70371244507
"417","FDG45","OUT049",3750.68932579583
"418","DRH15","OUT035",41.9401396672966
"419","FDO21","OUT019",3220.44554712631
"420","FDD14","OUT027",1784.05526296933
"421","FDC09","OUT046",-67.161306152402
"422","FDH45","OUT027",2908.23479205088
"423","FDV32","OUT046",3367.85419124818
"424","FDG12","OUT035",3760.35720898451
"425","FDS32","OUT013",3211.60880266294
"426","NCL55","OUT018",4173.2944696791
"427","DRE01","OUT035",3074.03904004773
"428","DRE15","OUT049",2609.75110341355
"429","NCL42","OUT045",1478.9574363496
"430","FDP31","OUT013",1046.44092272521
"431","FDN33","OUT018",-192.316531816853
"432","FDZ59","OUT046",2999.92591121716
"433","FDE45","OUT010",2486.00255653558
"434","FDJ07","OUT013",250.298220882839
"435","FDQ45","OUT018",411.816253438542
"436","FDM33","OUT027",3787.68833641664
"437","FDO15","OUT010",3300.13673534881
"438","FDM46","OUT013",1573.57501462158
"439","FDR03","OUT045",3364.51806017981
"440","FDY49","OUT018",3603.15762041117
"441","FDQ60","OUT045",3108.472898731
"442","FDW10","OUT049",2815.12900525484
"443","FDO51","OUT049",1740.39704787141
"444","FDJ40","OUT018",1676.73200869672
"445","FDS20","OUT018",3784.41395631914
"446","FDU45","OUT013",1784.04676261242
"447","FDV02","OUT035",53.5291117943389
"448","FDN09","OUT046",1157.63104816799
"449","NCM55","OUT027",2168.28848189331
"450","FDN23","OUT018",1648.40159185268
"451","FDY31","OUT010",2101.34222438247
"452","FDW03","OUT010",1173.41928633535
"453","FDD14","OUT046",1021.42412898663
"454","FDV23","OUT017",3290.18621466657
"455","DRI03","OUT045",1198.6407462095
"456","FDN13","OUT035",2794.65135707032
"457","FDF45","OUT027",6779.55464457262
"458","FDU46","OUT035",1247.90953287686
"459","FDB57","OUT049",1658.08514570275
"460","FDV12","OUT049",2254.56315280979
"461","FDQ58","OUT013",775.946275156133
"462","NCA18","OUT017",907.207735570999
"463","FDH52","OUT049",1749.89509913102
"464","FDM24","OUT018",1652.03417239025
"465","NCP43","OUT027",2523.74116349613
"466","NCO18","OUT019",1802.83898538113
"467","FDM32","OUT017",2855.97002802883
"468","NCL07","OUT017",1252.44946389064
"469","FDK03","OUT013",1372.72984609079
"470","FDP59","OUT017",2731.75103219811
"471","FDQ24","OUT049",3863.52476623538
"472","FDQ16","OUT018",2841.96255540087
"473","FDU44","OUT013",5095.84471718885
"474","FDH28","OUT010",2147.82113974806
"475","FDV28","OUT019",1083.40618420843
"476","FDM22","OUT045",1100.01104212198
"477","FDR56","OUT046",1530.79439154508
"478","FDV39","OUT049",260.817244940463
"479","FDU37","OUT019",2781.19782264226
"480","FDQ11","OUT010",2725.98874055117
"481","FDX02","OUT045",2620.18192337713
"482","NCS42","OUT018",4047.01784638919
"483","FDY57","OUT027",3322.3608303727
"484","FDB21","OUT049",1026.06185086188
"485","FDE28","OUT017",2927.82876990931
"486","FDQ55","OUT017",2594.32006502434
"487","FDA48","OUT049",2007.88026680713
"488","FDZ19","OUT045",179.160963754541
"489","NCC43","OUT045",2081.68201882649
"490","NCV18","OUT046",40.2429965991061
"491","NCA42","OUT018",491.625640371071
"492","FDY45","OUT046",5479.77208303695
"493","NCC30","OUT045",3128.29600502551
"494","FDM57","OUT013",833.382890580029
"495","FDL09","OUT010",2122.96486302864
"496","FDB09","OUT027",3294.88898663321
"497","FDT44","OUT035",3556.43963404367
"498","NCT06","OUT027",5353.35732683687
"499","FDX26","OUT049",1305.2582214266
"500","FDK32","OUT013",1682.14934128546
"501","DRA12","OUT046",1798.686638085
"502","FDO46","OUT010",3501.41795257642
"503","FDE52","OUT013",1456.51977518025
"504","NCH42","OUT045",1035.92189095462
"505","FDV08","OUT035",2120.53502623037
"506","FDB47","OUT018",701.838796150924
"507","FDC28","OUT010",2688.14836888605
"508","FDD22","OUT046",2128.10436015116
"509","FDS07","OUT027",1794.25448945135
"510","DRI13","OUT045",108.23014492191
"511","FDG32","OUT018",544.455306930334
"512","FDU14","OUT017",2202.09014670046
"513","FDD28","OUT019",3425.34635488121
"514","NCP41","OUT017",874.034507951587
"515","FDS08","OUT049",910.726789998844
"516","FDX47","OUT045",1495.50792510892
"517","FDC53","OUT019",2695.93406658859
"518","FDQ19","OUT035",899.649286458719
"519","FDL14","OUT045",2716.99076221497
"520","FDM33","OUT019",5465.89318686418
"521","FDA51","OUT045",882.620335886278
"522","FDZ27","OUT018",890.557425568663
"523","FDT04","OUT046",100.821757778021
"524","DRC13","OUT049",775.946275156133
"525","FDR16","OUT027",1805.45747015495
"526","FDQ03","OUT027",3635.89992156553
"527","FDE38","OUT035",2069.71625179599
"528","DRH23","OUT027",708.887214252912
"529","FDT11","OUT019",3698.64273051252
"530","FDD09","OUT035",2235.64166218821
"531","FDR40","OUT045",1685.45905761021
"532","FDX07","OUT017",581.766232015863
"533","FDR07","OUT035",200.494588433697
"534","FDA51","OUT017",2400.03986617017
"535","FDT59","OUT019",2281.86802306802
"536","FDF20","OUT017",2627.02495239588
"537","FDR13","OUT045",3829.77063917113
"538","FDY26","OUT049",1636.14886443242
"539","FDW04","OUT017",909.843891833735
"540","FDK52","OUT017",2525.57450744349
"541","FDN60","OUT049",-56.6912977860329
"542","FDM09","OUT019",1243.6187795884
"543","FDP46","OUT049",5018.12199445898
"544","FDB50","OUT019",1924.3503202993
"545","NCQ29","OUT049",1128.565194038
"546","FDP16","OUT027",513.588360446869
"547","FDX33","OUT018",975.766868742734
"548","FDP07","OUT010",857.875966996033
"549","FDN22","OUT046",1827.43127863629
"550","FDF39","OUT049",3092.30239058643
"551","FDS21","OUT017",905.782150173957
"552","NCM42","OUT013",2201.4406497609
"553","FDK50","OUT019",371.249651036078
"554","DRF13","OUT027",2433.47638106578
"555","FDH35","OUT018",2909.39372033862
"556","FDP60","OUT018",1455.50036031396
"557","DRJ49","OUT027",2994.43832575609
"558","NCT42","OUT019",2247.73000827792
"559","FDE38","OUT049",3143.56288958243
"560","FDI04","OUT049",2454.79513697914
"561","NCH54","OUT045",1513.81654227076
"562","FDT56","OUT049",-5.38620038572696
"563","DRD15","OUT018",1724.57051982953
"564","FDV58","OUT013",293.152032769696
"565","FDP21","OUT049",3643.69851947945
"566","FDH05","OUT013",4684.23416852654
"567","FDR10","OUT027",4031.81805019036
"568","NCP06","OUT045",1511.13767881898
"569","FDF33","OUT049",2755.29816154722
"570","DRK37","OUT013",2454.2058085884
"571","DRH49","OUT045",1330.71508045826
"572","FDT58","OUT013",1558.37422081104
"573","FDD41","OUT018",2666.17470982064
"574","FDP40","OUT018",1346.72619570111
"575","FDM51","OUT027",-51.4078959578504
"576","FDO45","OUT010",1440.01640148418
"577","FDW33","OUT010",666.518379297387
"578","FDY24","OUT045",1367.93644706886
"579","FDB10","OUT010",3988.89546564008
"580","FDM40","OUT035",1774.07704136668
"581","NCI06","OUT017",1593.12787453775
"582","FDW12","OUT019",1354.8161998155
"583","FDX48","OUT027",3228.06731107891
"584","NCW05","OUT027",2695.31579723724
"585","FDX27","OUT017",2948.72772662263
"586","DRM37","OUT045",1833.8237327409
"587","FDA38","OUT045",1230.46922746179
"588","FDR36","OUT046",3237.26664572368
"589","FDZ45","OUT046",2690.32947703624
"590","FDG05","OUT017",2770.73988803678
"591","FDK28","OUT013",2364.10395485268
"592","FDV47","OUT045",2858.79125833334
"593","FDN21","OUT045",1877.67674412729
"594","FDP20","OUT027",1278.8751692913
"595","FDI35","OUT045",2790.68419596181
"596","DRY23","OUT013",1842.02072218176
"597","FDA56","OUT017",1753.20596811404
"598","FDB09","OUT013",3250.14642186585
"599","NCO26","OUT027",2943.03813916638
"600","FDQ49","OUT018",3605.33464065707
"601","FDI52","OUT027",1180.37354467549
"602","FDZ44","OUT027",2740.63902027042
"603","FDZ09","OUT018",1237.98227212366
"604","FDY03","OUT049",1554.80933159314
"605","NCG42","OUT017",2551.06601749694
"606","DRI13","OUT027",1577.78308264287
"607","FDQ32","OUT013",2915.83104138454
"608","FDW16","OUT035",1572.21549613523
"609","FDU27","OUT046",2084.93164104208
"610","FDR28","OUT010",1355.109530701
"611","FDQ49","OUT010",1912.94908921039
"612","FDS37","OUT046",1308.41004284449
"613","FDW26","OUT018",3297.28941673786
"614","FDX12","OUT018",915.781564827856
"615","NCP06","OUT013",3513.72869851766
"616","FDW45","OUT010",911.964182854367
"617","NCN30","OUT049",2672.17976898749
"618","FDN24","OUT049",1219.12069314331
"619","NCL41","OUT027",1204.19649216035
"620","FDR02","OUT019",816.943434838407
"621","FDD09","OUT010",952.380266585201
"622","FDS33","OUT010",2145.15751208889
"623","FDU22","OUT045",1489.64521431462
"624","FDI53","OUT013",1262.41821225735
"625","DRH01","OUT049",4248.28574164453
"626","FDX32","OUT013",3948.57332761766
"627","NCP30","OUT018",2484.32770677999
"628","FDB60","OUT045",2183.58379041665
"629","FDB14","OUT049",4785.45671412633
"630","NCP02","OUT035",1973.24576002192
"631","FDJ10","OUT017",1625.04305936242
"632","FDG34","OUT046",1964.80437674558
"633","NCB18","OUT017",2135.64418275552
"634","FDM16","OUT049",89.9411745284143
"635","FDW25","OUT018",1891.23190266358
"636","FDB35","OUT010",5320.07049001352
"637","DRN11","OUT013",196.63155891927
"638","FDF41","OUT019",3575.73163026677
"639","FDH16","OUT045",2614.25242908329
"640","NCQ50","OUT018",3607.3906388919
"641","DRH23","OUT018",5210.36712602045
"642","DRJ37","OUT013",3312.52837114638
"643","DRJ24","OUT027",2448.25958909805
"644","FDY16","OUT035",791.446356565512
"645","FDQ27","OUT045",1356.12136009566
"646","FDZ33","OUT045",3458.97086545448
"647","FDF29","OUT045",3961.30384975033
"648","FDA08","OUT049",2378.55360413398
"649","FDG31","OUT046",2942.27337897507
"650","FDE34","OUT019",1756.20271877319
"651","NCR30","OUT027",1125.30146856182
"652","FDV33","OUT035",31.6111168275011
"653","DRZ24","OUT018",1783.99287966392
"654","NCL54","OUT035",2268.78744815815
"655","FDR12","OUT049",1631.45586368388
"656","NCC54","OUT046",1435.41744170215
"657","DRN59","OUT013",2694.88395672782
"658","FDX50","OUT019",3331.67352230326
"659","FDV31","OUT027",2759.72592325714
"660","NCA29","OUT027",3937.80824177529
"661","FDW60","OUT049",1004.87879512893
"662","FDX08","OUT017",3887.25894544474
"663","DRD49","OUT013",3121.17047152887
"664","FDD33","OUT046",1302.33895728276
"665","FDW35","OUT013",3639.5310998845
