id,price_doc
30672,10013308.90924456
30673,10207831.748834018
30674,11644697.914536044
30675,2326810.7088624337
30676,7714906.651910373
30677,4442230.625004338
30678,17173194.393959433
30679,5994790.842112243
30680,5389239.582357508
30681,2510203.525176367
30682,7831062.340388007
30683,9590264.645811286
30684,5349526.014109348
30685,7319113.041152263
30686,9671189.336847441
30687,5191025.658309238
30688,5029134.261171322
30689,16199562.262962963
30690,28880451.797001768
30691,5292406.437499637
30692,5649601.92812575
30693,11023472.943048207
30694,5436103.639035861
30695,6917751.619195145
30696,6602363.714125379
30697,11794857.63500882
30698,4711048.978101118
30699,5537879.723712624
30700,5519627.776166267
30701,9305606.827888008
30702,6666048.555445583
30703,4115047.114321984
30704,12165576.839245634
30705,9365444.54409171
30706,25442536.00079365
30707,3939912.950308642
30708,13844247.379312169
30709,5258713.251509477
30710,7412298.109876542
30711,4914857.686111111
30712,4038125.6747354497
30713,6074116.288673776
30714,7128130.041033663
30715,4206964.72808642
30716,9590264.645811286
30717,6091645.938682496
30718,11747263.5095679
30719,13795074.013311692
30720,6714856.1047178125
30721,4290165.7848324515
30722,7660279.310890651
30723,6320167.446479446
30724,12272359.291474268
30725,6417814.078301888
30726,12003936.446516754
30727,10311560.385055717
30728,10332480.382199977
30729,3577096.6635802467
30730,4859969.148382863
30731,6376919.127517283
30732,4563768.681054489
30733,7075605.016089607
30734,6495478.227092033
30735,6041118.894237547
30736,5269349.760209269
30737,7356066.0014923345
30738,6425195.710916741
30739,4078856.495884773
30740,7545107.960141093
30741,10577436.008808168
30742,4174157.8185465774
30743,5216933.194042647
30744,9840710.721111113
30745,7511485.220695586
30746,5939718.858635939
30747,14805505.50837743
30748,15388910.535670193
30749,5041674.782627867
30750,6924867.983408291
30751,3523346.6579659027
30752,6065590.212595531
30753,10456241.112623455
30754,5054475.60034078
30755,6359024.044620811
30756,7597526.25680482
30757,5691497.450094313
30758,8421160.453703705
30759,5962611.117525135
30760,5833414.934479718
30761,7554275.788727473
30762,7366623.776410935
30763,13046862.261924805
30764,5876521.266364807
30765,5301494.0661588125
30766,3988074.6750440914
30767,8572717.874867726
30768,4789405.312420238
30769,5844488.0358024705
30770,5756535.013248994
30771,3449084.764506173
30772,8311465.132144383
30773,7661730.317019401
30774,5783881.527302114
30775,11736925.443562606
30776,6016092.32673834
30777,5726437.063116718
30778,9071574.869887684
30779,6077785.712249874
30780,7966544.093474426
30781,6486763.341395743
30782,6122280.364373899
30783,5197574.965714569
30784,3947677.2803791882
30785,5234365.4299440095
30786,4581303.745162336
30787,6546353.487986065
30788,5353100.422404368
30789,7715840.061728396
30790,6514113.959197293
30791,9369120.298148146
30792,6854719.924520318
30793,11741014.451495113
30794,12440288.217901234
30795,11618859.01834215
30796,12021914.833024694
30797,15294078.668312754
30798,2804556.9124779543
30799,10856461.957440972
30800,14352741.118518516
30801,6425071.156033595
30802,17345633.07718989
30803,3606833.3822470736
30804,3928040.3548500887
30805,12788302.582054676
30806,6503146.858573515
30807,6337479.726986458
30808,11034310.036875365
30809,5157846.415123456
30810,11062283.771160154
30811,3852830.3692239854
30812,5804994.534133641
30813,4912994.443896966
30814,3126648.2763007064
30815,4527140.349470899
30816,7607443.529394474
30817,2278532.011419753
30818,8417121.241458314
30819,9664875.069223987
30820,5112025.773453398
30821,21703802.560493827
30822,6851468.348401195
30823,6683439.407422657
30824,3670897.856711223
30825,5233785.366878699
30826,11506706.982308201
30827,5519970.0671553565
30828,5545125.623758822
30829,5789187.717673636
30830,9377044.663315697
30831,5211800.9850388365
30832,6174770.6146931825
30833,6211725.616383489
30834,3986275.605372272
30835,8969754.809860237
30836,6448172.711113029
30837,5309650.655729147
30838,4012760.451098284
30839,5672090.551716983
30840,11449924.665005878
30841,11165506.664085293
30842,7255531.012886586
30843,5585753.798941799
30844,6009886.827380953
30845,8374166.904310317
30846,4595105.65393321
30847,5685232.772605566
30848,9071234.07910053
30849,4626543.421832747
30850,3998603.167468099
30851,4619778.846487361
30852,7152885.961948855
30853,4451188.989682538
30854,5317082.280562518
30855,6320852.513835515
30856,8619448.947089944
30857,2504490.188756614
30858,4406506.765532706
30859,5348095.8461966375
30860,6442901.901647117
30861,9431299.371538801
30862,6902525.4544733595
30863,5425239.311963551
30864,6476542.048853058
30865,9757591.307941597
30866,8029156.285662846
30867,5925476.379365079
30868,7900470.171476673
30869,5150115.759027562
30870,3643039.389888301
30871,9279763.13809437
30872,4612756.125411523
30873,4035030.601131687
30874,5157047.354302834
30875,6053930.375788664
30876,5111024.37110985
30877,9791055.935266407
30878,5862345.240198149
30879,9225060.438095236
30880,6491017.173906772
30881,2320367.472883598
30882,8906978.071693122
30883,3203645.6225749557
30884,5915442.143001863
30885,5241797.56494139
30886,6962591.063580247
30887,6402196.102536171
30888,4503886.249183007
30889,4988741.501350943
30890,7487344.274914566
30891,3994703.880908289
30892,3987505.7170194
30893,4383136.381311127
30894,5612340.400573192
30895,4757310.135802469
30896,6086453.41526375
30897,8855721.786506208
30898,6884620.261009855
30899,6227993.9674044065
30900,3589051.621560846
30901,6751672.88338793
30902,2374329.1599206347
30903,6328076.109930591
30904,8712425.826334668
30905,5872517.609712622
30906,6841425.643486342
30907,12986095.620987657
30908,4655969.921542316
30909,11539796.530930337
30910,7707295.763977073
30911,4263484.544973545
30912,6490533.764542876
30913,16090774.9308642
30914,6204312.952233969
30915,8490846.332880812
30916,6094682.396346157
30917,8298417.867136979
30918,6754412.092716707
30919,6357121.4679012345
30920,5213604.215650941
30921,3801167.007294029
30922,5437670.629860699
30923,3858893.494504569
30924,5371942.667654927
30925,14577975.802175188
30926,6278669.9915824905
30927,6842866.853386243
30928,4648848.3544973545
30929,5358475.354293234
30930,11360440.081300046
30931,11467360.335229278
30932,4662605.464946323
30933,4584439.685493827
30934,12715332.132495591
30935,6846473.960573929
30936,6408560.933793973
30937,9909575.425617281
30938,3538247.9553571427
30939,9780413.4170194
30940,6303979.436795869
30941,5927382.760140453
30942,3979824.5145061724
30943,7500835.772014732
30944,5300616.933950619
30945,2900114.832539682
30946,13492564.491049381
30947,6132959.451876574
30948,7792217.541578483
30949,6616217.958869781
30950,6556051.006092672
30951,17068574.891446203
30952,7543466.15756173
30953,9614453.86706349
30954,4876808.713580246
30955,6736507.95165385
30956,6016268.795305454
30957,5831885.481668681
30958,28131868.0888007
30959,8226752.661860669
30960,8444295.244269578
30961,8995180.754210046
30962,10290651.211022926
30963,4033727.6991301905
30964,4415590.257671957
30965,7581379.405043474
30966,10941003.826058201
30967,13408626.19351852
30968,3507498.1238095243
30969,3844578.935361552
30970,6325140.597189756
30971,11771708.203032745
30972,3938410.3200617284
30973,5497317.6403345475
30974,5323951.057992907
30975,7653022.916813638
30976,4876656.051322752
30977,7122945.087668316
30978,5994669.387051735
30979,3884482.8713403875
30980,7520549.493209876
30981,5779639.979221781
30982,8287336.5265432075
30983,4017604.1116255145
30984,5905337.394765532
30985,3928633.7189073265
30986,9539284.507363316
30987,7021732.13008477
30988,6184639.893557299
30989,6986272.769668397
30990,11684541.462962963
30991,7521885.912147268
30992,2956364.3161375667
30993,8095589.226569299
30994,4846019.059533235
30995,6477066.079801385
30996,5970038.103918127
30997,7880795.449029981
30998,6566930.085431076
30999,7148235.525631981
31000,7711054.575039458
31001,6429439.822710438
31002,9626694.340975896
31003,9985447.69453263
31004,4609558.950808347
31005,3555943.730379189
31006,8080244.25691058
31007,5129832.566701814
31008,5412798.366834606
31009,6180305.492241578
31010,6401089.742012287
31011,4777128.447597002
31012,5968012.9330846565
31013,8046608.841666664
31014,16223422.336566722
31015,7168735.474871117
31016,4850621.90478395
31017,9229266.107760144
31018,5275895.830417148
31019,4453770.310875954
31020,7263150.681985116
31021,12051603.74910213
31022,21086415.463668436
31023,9409285.466953263
31024,5159986.794407348
31025,5883880.757760142
31026,5998696.923595298
31027,4521872.7235853905
31028,4937066.687126525
31029,8130887.656966491
31030,6797540.992850359
31031,10205614.282828009
31032,12684478.211728394
31033,9039238.437037038
31034,6674392.544686676
31035,10675327.1313933
31036,6603884.961801218
31037,28626675.55185185
31038,4392993.615466837
31039,9271972.71289034
31040,6647372.825734861
31041,4329889.204327052
31042,3465336.5607373556
31043,4889504.67324034
31044,8318825.116402116
31045,6525169.873686512
31046,14705299.688786006
31047,7775260.258818344
31048,6070180.878099637
31049,5879787.396440766
31050,7851275.895679011
31051,6557831.128480048
31052,3937478.9475869816
31053,17413936.949823637
31054,6542282.623171251
31055,5971483.784567901
31056,12256573.89645663
31057,5661384.054212835
31058,6539148.100249853
31059,3023559.1205026456
31060,7029022.695546738
31061,6424591.566543611
31062,6021601.169664902
31063,3840737.1674603173
31064,5070786.943927651
31065,9940677.29484127
31066,4590549.710101011
31067,6068762.802451218
31068,4112315.7849206347
31069,4601330.915354938
31070,4509347.811676955
31071,3815860.944400353
31072,8227427.42239859
31073,2320367.472883598
31074,6792936.374802407
31075,7154909.687522047
31076,6045560.771671909
31077,5941732.075170332
31078,4285857.374757927
31079,5293852.541622574
31080,6438421.394201672
31081,2894308.160185185
31082,11242578.937924633
31083,5064962.601366842
31084,9239710.80405644
31085,11161111.545780221
31086,4066259.175114752
31087,4460641.090637122
31088,7434365.079365079
31089,5538846.82058682
31090,30327369.45440917
31091,2807144.3681297097
31092,7227532.628858023
31093,5659279.578063809
31094,6216277.210522889
31095,5307535.947170184
31096,21570217.824250437
31097,9213125.693121694
31098,10146702.683024693
31099,12774937.408179011
31100,4484095.33478836
31101,4390138.601587302
31102,4426905.8994709
31103,8992376.801674016
31104,4935920.369930809
31105,7351885.946384478
31106,4567754.787471037
31107,10189832.868165784
31108,7035296.608581045
31109,5928118.167954146
31110,9002996.660310676
31111,10434173.61212522
31112,6045751.688692283
31113,3803088.7452942124
31114,5236460.5099779125
31115,5982469.162183099
31116,6968918.4052194785
31117,6269249.246803548
31118,3957554.8917227834
31119,3581061.87383157
31120,5316141.6783713
31121,6692019.554129923
31122,6591455.086321794
31123,4323430.71856261
31124,5407768.7386604715
31125,10298027.726190474
31126,15535000.755291006
31127,5487417.93062904
31128,6806907.5263176225
31129,5925493.581186626
31130,13434806.671604939
31131,8264068.237480156
31132,8286009.174456202
31133,10371559.397001764
31134,6630768.812682759
31135,8067190.365520283
31136,9050099.735008819
31137,4206315.753064374
31138,6557903.153742565
31139,4073587.206731334
31140,7701320.9410052905
31141,6469948.199672233
31142,9406016.956238978
31143,5519947.781834215
31144,3957480.410990861
31145,5755070.568332673
31146,4916253.9237213405
31147,12447790.968606701
31148,5577763.52745098
31149,2369869.6009700177
31150,9032292.865645848
31151,3880354.1212081127
31152,7811958.036199296
31153,5659795.713499486
31154,16704933.837213406
31155,6348282.819844961
31156,8201476.4371693125
31157,3866459.00345805
31158,8069393.97791687
31159,6508593.668421607
31160,5687899.184218858
31161,3889991.1381834215
31162,4745333.113580246
31163,5711855.184413054
31164,5911395.2835830785
31165,6469692.391942843
31166,5770053.839141839
31167,5509320.515011223
31168,10959947.341642926
31169,8355690.4629629655
31170,6174971.732319082
31171,11106973.610235762
31172,5728152.973774251
31173,9130952.026310954
31174,9266648.185449736
31175,15564193.880070547
31176,4516048.387654321
31177,8764250.04494479
31178,4344079.925696834
31179,3967263.75302514
31180,3981233.325867137
31181,8808108.912874779
31182,6237017.815355773
31183,8731500.873141438
31184,5439798.464842663
31185,4523466.716152262
31186,9415636.463907365
31187,3769647.6449414785
31188,4328466.738878802
31189,5117002.463845027
31190,6538305.274779542
31191,12823261.143645646
31192,3939271.7435185174
31193,6035055.216008772
31194,11664929.155246912
31195,8696945.682539683
31196,4885609.4186423635
31197,13167123.824074076
31198,6263729.32009309
31199,6402952.407267516
31200,10320679.811022928
31201,4564851.004012345
31202,3851983.9651234564
31203,6477494.883646126
31204,3841404.1077160495
31205,8801828.714902997
31206,5934816.656183966
31207,4002231.7366039013
31208,4332183.76420154
31209,4133109.715417402
31210,6285876.049918243
31211,7944128.618797767
31212,5752855.56547907
31213,10325092.289506175
31214,6567799.569891876
31215,4605972.143930041
31216,5905337.394765532
31217,7525570.208884478
31218,8375065.061258725
31219,3875878.953130511
31220,6904751.78106343
31221,4051033.047278338
31222,6991549.878974936
31223,9260832.821803352
31224,7084653.548412698
31225,10045179.755246913
31226,6567191.412917493
31227,8822395.736177249
31228,11441811.272267316
31229,4351406.838403881
31230,5656595.447346287
31231,4483719.210890652
31232,6737697.075933746
31233,6080483.153681389
31234,5814878.49466231
31235,5867932.222280102
31236,6257775.300185742
31237,10535449.52814521
31238,6420063.805930067
31239,11934935.238271603
31240,6789944.865493262
31241,6052915.322052934
31242,7789146.548059965
31243,3915336.4715728723
31244,7447806.09329806
31245,7464783.487894822
31246,11374743.742782883
31247,6205128.243703704
31248,7595973.906814256
31249,9284792.604431218
31250,5761691.384142811
31251,7198783.345987653
31252,6497286.462795661
31253,8830052.6984127
31254,6728224.25684361
31255,11895603.616936563
31256,6805168.3880834365
31257,5506290.59784693
31258,8927434.871604936
31259,10003718.429335687
31260,9731244.875407975
31261,24398715.122839514
31262,5872517.609712622
31263,6398861.020486945
31264,4018641.7336099087
31265,8836948.33531746
31266,8175192.112474138
31267,4019730.5852586706
31268,4720932.062632275
31269,7789345.842067289
31270,4567395.642166372
31271,5782371.852713519
31272,14694509.607119283
31273,7570751.70134516
31274,6666707.7837576335
31275,4525752.271188595
31276,6335350.190015028
31277,5329600.0454732515
31278,15650298.380206827
31279,14559819.475749556
31280,5270734.713844799
31281,7198143.755820106
31282,12174293.01396104
31283,6426343.621063011
31284,3924660.021296296
31285,6519620.366975308
31286,7610409.590796746
31287,9391714.557363316
31288,4339317.782113306
31289,10424460.798868313
31290,6017938.372895201
31291,7007447.882703691
31292,4068369.5843621404
31293,7664123.2410934735
31294,4019916.3948706645
31295,18252576.66410935
31296,10484387.13197604
31297,9325251.922477715
31298,3852712.9761684304
31299,9266781.763910934
31300,7895740.9160970105
31301,7016532.147541887
31302,6027338.482186948
31303,5839594.709347444
31304,7568104.01575416
31305,9016265.033664022
31306,3424074.2783730156
31307,5763922.775837743
31308,8532793.34686084
31309,8661655.22256139
31310,50194731.72962962
31311,4547261.186143525
31312,5172849.999999999
31313,11580611.642181072
31314,6154996.759545587
31315,9548189.140696649
31316,11237076.91574074
31317,16232182.628306879
31318,7953424.029959648
31319,6462778.768569124
31320,6732242.414278797
31321,8538931.309964726
31322,8161453.31904762
31323,8056076.7562245345
31324,11511941.707257308
31325,6312095.487213404
31326,6020901.971781306
31327,8633561.986194707
31328,15359510.322106909
31329,5886164.693444122
31330,12316979.52861275
31331,9017133.116931219
31332,5403553.819517929
31333,5269018.198932989
31334,4787442.557517637
31335,6907028.833015437
31336,8266209.056538828
31337,6421618.67165957
31338,4613066.030864198
31339,4862305.066216709
31340,6807811.601659756
31341,9291060.09085097
31342,4069635.8132716054
31343,3816892.3358465605
31344,4359417.503196648
31345,4801013.560361553
31346,3956150.5984567893
31347,8526593.405354599
31348,10771328.88308348
31349,10832787.757980598
31350,3717088.086960878
31351,5200492.238115705
31352,9416952.240299823
31353,5013180.136546002
31354,7494333.27437407
31355,8678828.906701937
31356,4793885.110482968
31357,5060910.185738041
31358,2812722.9130511465
31359,6488986.038888889
31360,12297173.908333333
31361,4595189.243506536
31362,9540837.669268077
31363,5822832.894943239
31364,4067407.094708995
31365,3842904.7761022924
31366,6242044.428038372
31367,10215264.157907113
31368,5368063.135250652
31369,4610523.884479718
31370,9238640.44003527
31371,8722413.892680775
31372,7670877.332142856
31373,5266831.8485794775
31374,5894096.563580247
31375,5826092.5295584565
31376,6429191.815189326
31377,8411662.910659172
31378,6168697.266652947
31379,28742969.380423278
31380,4899014.21032635
31381,7501116.527337446
31382,4273889.036269992
31383,7222982.892942689
31384,25530259.868209872
31385,14075617.39382716
31386,7976219.026910641
31387,10853589.947839508
31388,4811083.444765111
31389,4710735.64273613
31390,8661221.536153298
31391,5689341.781400721
31392,11207301.00685626
31393,10104855.06069646
31394,5390808.736377982
31395,4631687.752865962
31396,11000371.678042544
31397,6819851.095437247
31398,2369447.707120811
31399,12276364.425132275
31400,4143847.828220215
31401,10750093.041578485
31402,10666048.257804232
31403,5144686.94201796
31404,3008198.2129629636
31405,3825812.9894895595
31406,6184288.424250442
31407,3744696.3347883592
31408,6507526.222464841
31409,3766049.2854497354
31410,10893331.345273368
31411,7683408.588027421
31412,10615309.084479716
31413,8577651.870850734
31414,4898731.725837743
31415,15281399.739653146
31416,6238123.326992826
31417,4927040.447220666
31418,6798834.94242814
31419,9153955.770458553
31420,9978541.870596709
31421,7932738.298278258
31422,6015858.067987203
31423,8113324.590564372
31424,19847388.638690475
31425,5478144.52413019
31426,4670153.343074316
31427,6053595.5818121685
31428,8243424.6126984125
31429,12516985.18148148
31430,4399405.080379188
31431,6046124.363505851
31432,4653827.110758376
31433,5375283.853389408
31434,4052465.6133450903
31435,10642006.304997062
31436,9586231.451646956
31437,12333125.918326115
31438,8895144.834009405
31439,11957524.476234568
31440,7480087.25586018
31441,6443325.2830298785
31442,7910223.7589602005
31443,12146762.971781304
31444,6509871.74426242
31445,10331404.835390942
31446,15022326.547273098
31447,7013009.865940233
31448,8228916.686210575
31449,6533466.779741864
31450,7156882.591801111
31451,7205088.196058706
31452,12274772.077856632
31453,2241121.736662258
31454,5357128.296970689
31455,7515248.062605794
31456,5070786.943927651
31457,5799985.824294532
31458,16720609.703174602
31459,8553782.63148148
31460,5156259.353129072
31461,4481430.9855298
31462,3912798.017901234
31463,5905305.439114315
31464,8467377.07684112
31465,4881678.496351031
31466,52724275.62777777
31467,3840387.6450176365
31468,14162383.784126984
31469,5101151.354332466
31470,5974815.623641975
31471,13591191.53528539
31472,2909282.053703704
31473,6970168.01622364
31474,3773472.7706790115
31475,6611216.452664274
31476,18317248.332098763
31477,6632541.9017759
31478,4913572.861002246
31479,6435347.807452511
31480,8440283.267636683
31481,8518774.411309525
31482,10928192.73992343
31483,8267930.963924966
31484,6434384.66308616
31485,4257574.518077602
31486,2949068.520473251
31487,4765634.64316368
31488,13846009.29197531
31489,8326109.05696649
31490,4508843.3231040565
31491,5378662.869704888
31492,8194338.671725611
31493,11314195.359347442
31494,5680472.445637596
31495,5671627.829032805
31496,9227008.829292458
31497,5048144.351263963
31498,6256223.230070548
31499,11310948.77495601
31500,9692163.96993032
31501,8781630.29047619
31502,10674779.12785049
31503,5159802.365325759
31504,8936720.870811287
31505,16976364.412257496
31506,7618345.942035966
31507,6649532.299619531
31508,6024373.557660934
31509,5723095.904297625
31510,6241304.412173683
31511,5122830.328433812
31512,5777480.206338183
31513,26420342.616916515
31514,25820201.004526753
31515,2885039.806481481
31516,15727903.864609051
31517,5203977.327882848
31518,7590168.65641525
31519,4808450.639216126
31520,6945291.304673721
31521,5088929.307766758
31522,4346886.759001468
31523,7522342.73757056
31524,8871542.218682392
31525,11488359.856922397
31526,5922706.772976767
31527,7560821.158274545
31528,4809639.150467311
31529,5517077.774005807
31530,6612676.390608466
31531,9109615.614075052
31532,5900582.304811199
31533,12926959.133818341
31534,8856143.588720782
31535,11444363.279100528
31536,9109536.887566138
31537,4479458.435610468
31538,4748193.650940623
31539,3793907.212103175
31540,9276453.12458113
31541,2876237.287242798
31542,5219164.773762405
31543,3862464.3157848325
31544,5070786.943927651
31545,9164415.198963843
31546,12516329.546560848
31547,4644054.640063024
31548,5971238.205659076
31549,5725111.774946864
31550,4929889.148809319
31551,6540685.7598585775
31552,7548122.495103498
31553,6552280.005210838
31554,8341770.263580247
31555,3946944.743967217
31556,6769156.650992803
31557,5721377.168693693
31558,9524692.86291887
31559,2915143.481995885
31560,7045874.834215168
31561,7711707.655291004
31562,35521941.50357143
31563,3915805.1732510277
31564,8968176.6202234
31565,8279246.726529981
31566,5347854.79305889
31567,18940411.413580246
31568,7314025.709976752
31569,6891673.170656234
31570,6983901.351014109
31571,5884385.052469135
31572,3693247.720370371
31573,5229844.1575849475
31574,11676223.323109524
31575,5909745.206796229
31576,7395972.376381541
31577,5069592.291769546
31578,7160437.205026454
31579,6131019.493699854
31580,7418190.615079366
31581,5776355.581216034
31582,4452388.617901235
31583,6759308.8692774875
31584,3994312.0799943884
31585,6522128.577607924
31586,12464279.064005133
31587,13578350.623088093
31588,9805220.415454146
31589,3842178.940162894
31590,6580687.652169889
31591,4758755.461640211
31592,8042616.366005289
31593,7819510.416901822
31594,7556856.070394111
31595,5795591.1353000775
31596,3835143.19239418
31597,5588656.006938976
31598,3834882.7646825397
31599,7228640.66173207
31600,7356034.6565843625
31601,17321399.632782187
31602,5310643.592695474
31603,13581039.692982456
31604,5148256.906231628
31605,5156259.353129072
31606,6534736.196800156
31607,6938730.0827160515
31608,5343898.837228102
31609,5874055.488691825
31610,8270487.08223104
31611,6513213.85229277
31612,5847671.847963643
31613,4527748.836875368
31614,15751305.415564375
31615,10192316.427719984
31616,12088430.209435625
31617,4345998.616358025
31618,7669473.095120518
31619,9092051.419597467
31620,4325461.844098122
31621,6877570.561783097
31622,34411703.418871254
31623,9791212.497597001
31624,4574965.173319616
31625,9668084.170370368
31626,6406308.408687354
31627,7157563.453552913
31628,9389910.691887125
31629,11708952.120017638
31630,4095881.505988651
31631,6342354.415432463
31632,17850807.40299824
31633,5027112.066693478
31634,8810468.736828493
31635,13375143.692019401
31636,6506522.846021987
31637,5920822.825763346
31638,7710890.973319615
31639,3901673.0228395066
31640,10217032.4775298
31641,3941861.0945179304
31642,3014263.1249999995
31643,6643127.240378232
31644,10714952.75617284
31645,5271626.022266315
31646,9472026.08900346
31647,5136673.757651209
31648,10795017.857660936
31649,5403604.041378699
31650,6342094.638693355
31651,10733836.437530063
31652,5805158.202667547
31653,5442760.497508443
31654,4608732.56960948
31655,4261155.32749853
31656,20311587.446031746
31657,7196790.943195437
31658,4313429.125403236
31659,6799204.222535951
31660,4615834.1471995395
31661,5891352.561841063
31662,7449186.682407407
31663,3960959.593883278
31664,3900185.130599647
31665,4627875.128850675
31666,5646650.529982364
31667,7744762.290324541
31668,8896998.07523602
31669,10845213.290123453
31670,7515491.610905348
31671,5536341.950135232
31672,8033370.147346481
31673,5812186.229982365
31674,10395360.094217023
31675,8149947.318871249
31676,7779812.468430336
31677,4714059.590123458
31678,4511179.253395062
31679,8227807.0662257485
31680,5644849.430030464
31681,6531441.945898093
31682,3174919.414814815
31683,6521985.603137027
31684,5117287.021296296
31685,3745610.2271604934
31686,12592347.589285715
31687,8552532.260141093
31688,10032903.728300862
31689,3945906.016590508
31690,6626248.28207672
31691,3957312.7170194
31692,4416559.859347443
31693,6885349.31972352
31694,7313094.038271604
31695,7156676.32557319
31696,3814916.1874779533
31697,5244218.118518518
31698,3822720.3645061725
31699,5889834.603737783
31700,5424864.278733017
31701,9790818.808678718
31702,6002865.6613373
31703,7498466.872486774
31704,5986838.540685936
31705,9922499.589089582
31706,5982651.903099595
31707,10398142.535003472
31708,8616515.370089373
31709,5060632.60824515
31710,11086459.127504406
31711,7542150.330393885
31712,9258307.872740299
31713,5735444.02604053
31714,5290587.863580246
31715,5500983.611155202
31716,5709481.392362655
31717,10661873.296450617
31718,5100714.047057291
31719,7309512.874126436
31720,3707065.6030864203
31721,4770687.877175191
31722,6600234.675210684
31723,5742535.487195951
31724,6238361.368601755
31725,5165638.511573275
31726,13441178.770145904
31727,6502648.93619189
31728,5120085.917710797
31729,6748094.717034098
31730,3831834.451246593
31731,6800755.850088185
31732,8060810.445405
